index,Raw,Count,Lemmantize,Porter,Lancaster
1003,wrong,3,wrong,wrong,wrong
1002,fix,3,fix,fix,fix
1016,Risk,3,Risk,risk,risk
1018,MECs,3,MECs,mec,mec
965,excessive,3,excessive,excess,excess
1027,cleaning,3,cleaning,clean,cle
1033,aligned,3,aligned,align,align
1032,procurement,3,procurement,procur,proc
1031,discussion,3,discussion,discuss,discuss
1030,expertise,3,expertise,expertis,expert
1029,lengthy,3,lengthy,lengthi,lengthy
1028,normal,3,normal,normal,norm
1026,attitude,3,attitude,attitud,attitud
1019,WSC,3,WSC,wsc,wsc
1025,may,3,may,may,may
1024,Complete,3,Complete,complet,complet
1023,across,3,across,across,across
1022,scopes,3,scope,scope,scop
1021,price,3,price,price,pric
1020,organised,3,organised,organis,org
1001,covered,3,covered,cover,cov
1000,hand,3,hand,hand,hand
999,show,3,show,show,show
973,room,3,room,room,room
979,department,3,department,depart,depart
978,specifications,3,specification,specif,spec
977,track,3,track,track,track
976,philosophies,3,philosophy,philosophi,philosoph
975,created,3,created,creat,cre
974,spec,3,spec,spec,spec
972,result,3,result,result,result
998,First,3,First,first,first
971,preparation,3,preparation,prepar,prep
970,DRDs,3,DRDs,drd,drds
969,Scope,3,Scope,scope,scop
968,meaning,3,meaning,mean,mean
967,problem,3,problem,problem,problem
966,coordinate,3,coordinate,coordin,coordin
980,internally,3,internally,intern,intern
981,PM,3,PM,pm,pm
982,inexperienced,3,inexperienced,inexperienc,inexpery
984,designer,3,designer,design,design
985,bid,3,bid,bid,bid
986,fulfilled,3,fulfilled,fulfil,fulfil
987,shared,3,shared,share,shar
988,rather,3,rather,rather,rath
989,NCR,3,NCR,ncr,ncr
990,finally,3,finally,final,fin
991,welding,3,welding,weld,weld
992,sort,3,sort,sort,sort
993,fitting,3,fitting,fit,fit
994,respect,3,respect,respect,respect
995,adjusted,3,adjusted,adjust,adjust
996,embedded,3,embedded,embed,embed
997,sensors,3,sensor,sensor,sens
894,engineers,3,engineer,engin,engin
983,top,3,top,top,top
892,manager,3,manager,manag,man
795,drawn,3,drawn,drawn,drawn
801,policy,3,policy,polici,policy
800,limits,3,limit,limit,limit
799,signs,3,sign,sign,sign
798,dip,3,dip,dip,dip
797,Therefore,3,Therefore,therefor,theref
796,contents,3,content,content,cont
794,achieved,3,achieved,achiev,achiev
803,Blanking,3,Blanking,blank,blank
793,measures,3,measure,measur,meas
792,d,3,d,d,d
791,CDM,3,CDM,cdm,cdm
790,surprises,3,surprise,surpris,surpr
789,capacity,3,capacity,capac,capac
788,mobilization,3,mobilization,mobil,mobl
802,materials,3,material,materi,mat
804,accountable,3,accountable,account,account
786,tipping,3,tipping,tip,tip
813,decision,3,decision,decis,decid
819,practicable,3,practicable,practic,pract
818,once,3,once,onc,ont
817,revised,3,revised,revis,rev
816,asked,3,asked,ask,ask
815,Limited,3,Limited,limit,limit
814,likely,3,likely,like,lik
812,audits,3,audit,audit,audit
805,Ducts,3,Ducts,duct,duc
811,costly,3,costly,costli,cost
810,lots,3,lot,lot,lot
809,efforts,3,effort,effort,effort
808,As,3,As,as,as
807,prepared,3,prepared,prepar,prep
806,space,3,space,space,spac
787,Cable,3,Cable,cabl,cabl
785,learnings,3,learning,learn,learn
821,Detailed,3,Detailed,detail,detail
759,partial,3,partial,partial,part
765,For,3,For,for,for
764,lift,3,lift,lift,lift
763,Contractual,3,Contractual,contractu,contract
762,Team,3,Team,team,team
761,perform,3,perform,perform,perform
760,hierarchy,3,hierarchy,hierarchi,hierarchy
758,monitoring,3,monitoring,monitor,monit
767,event,3,event,event,ev
757,Water,3,Water,water,wat
756,scheduled,3,scheduled,schedul,scheduled
755,revisions,3,revision,revis,revid
754,One,3,One,one,on
752,comply,3,comply,compli,comply
891,lack,3,lack,lack,lack
766,personnel,3,personnel,personnel,personnel
768,Layout,3,Layout,layout,layout
784,transport,3,transport,transport,transport
777,QA,3,QA,qa,qa
783,liabilities,3,liability,liabil,liabl
782,implement,3,implement,implement,impl
781,forward,3,forward,forward,forward
780,Hall,3,Hall,hall,hal
779,schematics,3,schematic,schemat,schematics
778,Systems,3,Systems,system,system
776,Due,3,Due,due,due
769,Sleeves,3,Sleeves,sleev,sleev
775,operating,3,operating,oper,op
774,filing,3,filing,file,fil
773,Get,3,Get,get,get
772,We,3,We,we,we
771,positions,3,position,posit,posit
770,changing,3,changing,chang,chang
820,instruction,3,instruction,instruct,instruct
753,permanent,3,permanent,perman,perm
822,events,3,event,event,ev
866,Package,3,Package,packag,pack
872,Check,3,Check,check,check
871,added,3,added,ad,ad
870,he,3,he,he,he
869,NEC3,3,NEC3,nec3,nec3
868,MCC,3,MCC,mcc,mcc
867,payments,3,payment,payment,pay
865,industrial,3,industrial,industri,indust
874,Subcontractors,3,Subcontractors,subcontractor,subcontract
864,strictly,3,strictly,strictli,strictly
863,rooms,3,room,room,room
862,Recommendation,3,Recommendation,recommend,recommend
861,months,3,month,month,month
860,heat,3,heat,heat,heat
859,particularly,3,particularly,particularli,particul
873,leave,3,leave,leav,leav
875,Regular,3,Regular,regular,regul
857,dewatering,3,dewatering,dewat,dew
884,setup,3,setup,setup,setup
823,request,3,request,request,request
890,Welding,3,Welding,weld,weld
888,prevented,3,prevented,prevent,prev
887,grouting,3,grouting,grout,grout
886,companies,3,company,compani,company
885,checking,3,checking,check,check
883,Hydraulic,3,Hydraulic,hydraul,hydra
876,experiences,3,experience,experi,expery
882,requires,3,requires,requir,requir
881,double,3,double,doubl,doubl
880,-Review,3,-Review,-review,-review
879,aware,3,aware,awar,aw
878,quicker,3,quicker,quicker,quick
877,delivered,3,delivered,deliv,del
858,actions,3,action,action,act
889,galvanised,3,galvanised,galvanis,galv
856,promote,3,promote,promot,promot
831,inefficiencies,3,inefficiency,ineffici,inefficy
837,build,3,build,build,build
836,Experienced,3,Experienced,experienc,expery
835,riddling,3,riddling,riddl,riddl
834,decisions,3,decision,decis,decid
833,Some,3,Some,some,som
832,individually,3,individually,individu,individ
830,Unusual,3,Unusual,unusu,unus
839,inside,3,inside,insid,insid
829,material,3,material,materi,mat
828,AIIs,3,AIIs,aii,ai
827,communicated,3,communicated,commun,commun
826,workers,3,worker,worker,work
825,regarding,3,regarding,regard,regard
855,Eco,3,Eco,eco,eco
838,reports,3,report,report,report
824,mutual,3,mutual,mutual,mut
840,objective,3,objective,object,object
848,copy,3,copy,copi,cop
841,service,3,service,servic,serv
853,Departments,3,Departments,depart,depart
852,Model,3,Model,model,model
851,Inexperienced,3,Inexperienced,inexperienc,inexpery
850,subs,3,sub,sub,sub
849,against,3,against,against,against
854,party,3,party,parti,party
847,issuing,3,issuing,issu,issu
845,s,3,s,s,s
844,Delays,3,Delays,delay,delay
843,Environmental,3,Environmental,environment,environ
842,job,3,job,job,job
846,consultant,3,consultant,consult,consult
1406,strategic,2,strategic,strateg,strategic
1401,raised,2,raised,rais,rais
1402,investigations,2,investigation,investig,investig
1403,especially,2,especially,especi,espec
1404,Consideration,2,Consideration,consider,consid
1405,concept/approach,2,concept/approach,concept/approach,concept/approach
1409,confusion,2,confusion,confus,confus
1407,prove,2,prove,prove,prov
1408,method,2,method,method,method
1410,lagging,2,lagging,lag,lag
1411,further,2,further,further,furth
1412,Complex,2,Complex,complex,complex
1400,led,2,led,led,led
1414,admin,2,admin,admin,admin
1413,eyes,2,eye,eye,ey
1393,suggests,2,suggests,suggest,suggest
1399,clean,2,clean,clean,cle
1389,agreements,2,agreement,agreement,agr
1383,implications,2,implication,implic,imply
1415,filed,2,filed,file,fil
1385,away,2,away,away,away
1386,hood,2,hood,hood,hood
1387,bridge,2,bridge,bridg,bridg
1388,hardly,2,hardly,hardli,hard
1390,usable,2,usable,usabl,us
1398,subsequent,2,subsequent,subsequ,subsequ
1391,Programme,2,Programme,programm,program
1392,Parties,2,Parties,parti,party
1394,Increased,2,Increased,increas,increas
1395,just,2,just,just,just
1396,-Delays,2,-Delays,-delay,-delays
1397,cases,2,case,case,cas
1384,basis,2,basis,basi,bas
1431,sleeves,2,sleeve,sleev,sleev
1416,traffic,2,traffic,traffic,traff
1442,Hopper,2,Hopper,hopper,hop
1436,precious,2,precious,preciou,precy
1437,mostly,2,mostly,mostli,most
1438,record,2,record,record,record
1439,Permit,2,Permit,permit,permit
1440,Direct,2,Direct,direct,direct
1441,development,2,development,develop,develop
1443,ED3,2,ED3,ed3,ed3
1417,EPC,2,EPC,epc,epc
1444,PDF,2,PDF,pdf,pdf
1445,QA/QC,2,QA/QC,qa/qc,qa/qc
1446,Workshop,2,Workshop,workshop,workshop
1447,heaviest,2,heaviest,heaviest,heaviest
1448,geographic,2,geographic,geograph,geograph
1449,look,2,look,look,look
1435,sent,2,sent,sent,sent
1434,turning,2,turning,turn,turn
1433,insisted,2,insisted,insist,insist
1432,delineation,2,delineation,delin,delin
1430,Handling,2,Handling,handl,handl
1429,Mainly,2,Mainly,mainli,main
1428,Relations,2,Relations,relat,rel
1427,probes,2,probe,probe,prob
1426,right,2,right,right,right
1425,Primavera,2,Primavera,primavera,primaver
1424,release,2,release,releas,releas
1423,unclear,2,unclear,unclear,unclear
1422,submitted,2,submitted,submit,submit
1421,buried,2,buried,buri,bury
1420,authorities,2,authority,author,auth
1419,docs,2,doc,doc,doc
1418,NTP,2,NTP,ntp,ntp
1382,man,2,man,man,man
1348,Completion,2,Completion,complet,complet
1381,showing,2,showing,show,show
1336,entirely,2,entirely,entir,entir
1330,Events,2,Events,event,ev
1331,disputes,2,dispute,disput,disput
1332,plans,2,plan,plan,plan
1333,here,2,here,here,her
1334,frozen,2,frozen,frozen,froz
1335,past,2,past,past,past
1337,metal,2,metal,metal,met
1345,encourage,2,encourage,encourag,enco
1338,consider,2,consider,consid,consid
1339,little,2,little,littl,littl
1340,Spend,2,Spend,spend,spend
1341,Housekeeping,2,Housekeeping,housekeep,housekeep
1342,Maintenance,2,Maintenance,mainten,maint
1343,details,2,detail,detail,detail
1329,trying,2,trying,tri,try
1328,representatives,2,representative,repres,repres
1327,either,2,either,either,eith
1326,Z,2,Z,z,z
1325,years,2,year,year,year
1324,lay-out,2,lay-out,lay-out,lay-out
1323,clashes,2,clash,clash,clash
1322,probably,2,probably,probabl,prob
1321,Spec,2,Spec,spec,spec
1320,tool,2,tool,tool,tool
1319,Was,2,Was,wa,was
1318,They,2,They,they,they
1317,Compensation,2,Compensation,compens,compens
1316,Had,2,Had,had,had
1315,filter,2,filter,filter,filt
1314,stand,2,stand,stand,stand
1451,regulations,2,regulation,regul,reg
1344,file,2,file,file,fil
1346,-Improve,2,-Improve,-improv,-improve
1380,wait,2,wait,wait,wait
1372,hard,2,hard,hard,hard
1366,Location,2,Location,locat,loc
1367,Additional,2,Additional,addit,addit
1368,welded,2,welded,weld,weld
1369,monitored,2,monitored,monitor,monit
1370,Generator,2,Generator,gener,gen
1371,regard,2,regard,regard,regard
1373,reviews,2,review,review,review
1347,structur,2,structur,structur,structur
1374,local,2,local,local,loc
1375,conducted,2,conducted,conduct,conduc
1376,strikes,2,strike,strike,strikes
1377,Challenging,2,Challenging,challeng,challeng
1378,thoroughly,2,thoroughly,thoroughli,thorough
1379,necessarily,2,necessarily,necessarili,necess
1365,volume,2,volume,volum,volum
1364,Manufacturing,2,Manufacturing,manufactur,manufact
1363,Procedures,2,Procedures,procedur,proc
1362,ID,2,ID,id,id
1361,bundles,2,bundle,bundl,bundl
1360,collisions,2,collision,collis,collid
1359,contractually,2,contractually,contractu,contract
1358,cope,2,cope,cope,cop
1357,clarifies,2,clarifies,clarifi,clar
1356,making,2,making,make,mak
1355,target,2,target,target,target
1354,requests,2,request,request,request
1353,CPP,2,CPP,cpp,cpp
1352,latest,2,latest,latest,latest
1351,piece,2,piece,piec,piec
1350,peak,2,peak,peak,peak
1349,indicate,2,indicate,indic,ind
1450,tank,2,tank,tank,tank
1522,timber,2,timber,timber,timb
1452,timing,2,timing,time,tim
1548,withheld,2,withheld,withheld,withheld
1542,exist,2,exist,exist,ex
1543,propose,2,propose,propos,propos
1312,stop,2,stop,stop,stop
1545,Center,2,Center,center,cent
1546,Sub-contractors,2,Sub-contractors,sub-contractor,sub-contractors
1547,supervise,2,supervise,supervis,superv
1549,particular,2,particular,particular,particul
1557,arrangements,2,arrangement,arrang,arrang
1550,handrail,2,handrail,handrail,handrail
1551,Number,2,Number,number,numb
1552,improvements,2,improvement,improv,improv
1553,DCS,2,DCS,dc,dcs
1554,involving,2,involving,involv,involv
1555,Equipment,2,Equipment,equip,equip
1541,alternative,2,alternative,altern,altern
1540,Pre-Contract,2,Pre-Contract,pre-contract,pre-contract
1539,short,2,short,short,short
1538,strict,2,strict,strict,strict
1537,Accurate,2,Accurate,accur,acc
1536,ways,2,way,way,way
1535,accordingly,2,accordingly,accordingli,accord
1534,operated,2,operated,oper,op
1533,pillars,2,pillar,pillar,pill
1532,Drawings,2,Drawings,draw,draw
1531,and/or,2,and/or,and/or,and/or
1530,functions,2,function,function,funct
1529,ambiguity,2,ambiguity,ambigu,ambigu
1528,confusing,2,confusing,confus,confus
1527,Office,2,Office,offic,off
1526,E-Schematics,2,E-Schematics,e-schemat,e-schematics
1525,keep,2,keep,keep,keep
1556,panels,2,panel,panel,panel
1558,answers,2,answer,answer,answ
1523,stick,2,stick,stick,stick
1583,preferred,2,preferred,prefer,prefer
1577,framework,2,framework,framework,framework
1578,thinking,2,thinking,think,think
1579,master,2,master,master,mast
1580,confirmed,2,confirmed,confirm,confirm
1581,defines,2,defines,defin,defin
1582,specified,2,specified,specifi,spec
1584,assure,2,assure,assur,ass
1559,voltages,2,voltage,voltag,volt
1585,damaged,2,damaged,damag,dam
1586,visits,2,visit,visit,visit
1587,kept,2,kept,kept,kept
1588,consideration,2,consideration,consider,consid
1589,sub-contractor,2,sub-contractor,sub-contractor,sub-contractor
1590,Subs,2,Subs,sub,sub
1576,finished,2,finished,finish,fin
1575,signature,2,signature,signatur,sign
1574,What,2,What,what,what
1573,voltage,2,voltage,voltag,volt
1572,Joint,2,Joint,joint,joint
1571,wall,2,wall,wall,wal
1570,transformer,2,transformer,transform,transform
1569,Meetings,2,Meetings,meet,meet
1568,verification,2,verification,verif,ver
1567,volumes,2,volume,volum,volum
1566,paramedic,2,paramedic,paramed,param
1565,antiquities,2,antiquity,antiqu,ant
1564,communicate,2,communicate,commun,commun
1563,structures,2,structure,structur,structures
1562,types,2,type,type,typ
1561,usually,2,usually,usual,us
1560,sealing,2,sealing,seal,seal
1524,Annex2,2,Annex2,annex2,annex2
1521,creation,2,creation,creation,cre
1453,align,2,align,align,align
1477,resulted,2,resulted,result,result
1471,decide,2,decide,decid,decid
1472,Terms,2,Terms,term,term
1473,Cooperation,2,Cooperation,cooper,coop
1474,deinstalled,2,deinstalled,deinstal,deinstal
1475,Unit,2,Unit,unit,unit
1476,non,2,non,non,non
1478,incentive,2,incentive,incent,int
1486,availability,2,availability,avail,avail
1479,lifted,2,lifted,lift,lift
1480,measurement,2,measurement,measur,meas
1481,comparison,2,comparison,comparison,comparison
1482,Logistics,2,Logistics,logist,log
1483,test,2,test,test,test
1484,Halimak,2,Halimak,halimak,halimak
1470,approaches,2,approach,approach,approach
1469,represent,2,represent,repres,repres
1468,T,2,T,t,t
1467,makes,2,make,make,mak
1466,consuming,2,consuming,consum,consum
1465,partners,2,partner,partner,partn
1464,results,2,result,result,result
1463,quotation,2,quotation,quotat,quot
1462,simply,2,simply,simpli,simply
1461,incidents,2,incident,incid,incid
1460,SPA,2,SPA,spa,spa
1459,freeze,2,freeze,freez,freez
1458,models,2,model,model,model
1457,-pressure,2,-pressure,-pressur,-pressure
1456,notices,2,notice,notic,not
1455,significantly,2,significantly,significantli,sign
1454,longer,2,longer,longer,long
1485,least,2,least,least,least
1487,settlements,2,settlement,settlement,settl
1520,help,2,help,help,help
1512,galvanising,2,galvanising,galvanis,galv
1506,providing,2,providing,provid,provid
1507,notice,2,notice,notic,not
1508,alone,2,alone,alon,alon
1509,NAECI-experienced,2,NAECI-experienced,naeci-experienc,naeci-experienced
1510,accordance,2,accordance,accord,accord
1511,Concrete,2,Concrete,concret,concret
1513,stator,2,stator,stator,stat
1488,obligations,2,obligation,oblig,oblig
1514,suggested,2,suggested,suggest,suggest
1515,chute,2,chute,chute,chut
1516,falling,2,falling,fall,fal
1517,rest,2,rest,rest,rest
1518,refractory,2,refractory,refractori,refract
1519,priority,2,priority,prioriti,pri
1505,combine,2,combine,combin,combin
1504,substantial,2,substantial,substanti,subst
1503,proposal,2,proposal,propos,propos
1502,Defined,2,Defined,defin,defin
1501,culture,2,culture,cultur,cult
1500,...,2,...,...,...
1499,distribution,2,distribution,distribut,distribut
1498,practical,2,practical,practic,pract
1497,loads/lifting,2,loads/lifting,loads/lift,loads/lifting
1496,transportable,2,transportable,transport,transport
1495,proved,2,proved,prove,prov
1494,Full,2,Full,full,ful
1493,Earlier,2,Earlier,earlier,ear
1492,slabs,2,slab,slab,slab
1491,targets,2,target,target,target
1490,supply,2,supply,suppli,supply
1489,quite,2,quite,quit,quit
1313,hoppers,2,hopper,hopper,hop
1544,security,2,security,secur,sec
1311,introduced,2,introduced,introduc,introduc
1127,Piping,2,Piping,pipe,pip
1121,drying,2,drying,dri,dry
1122,include,2,include,includ,includ
1123,rating,2,rating,rate,rat
1124,know,2,know,know,know
1125,evaluated,2,evaluated,evalu,evalu
1126,carried,2,carried,carri,carry
1128,Ensure,2,Ensure,ensur,ens
1136,matching,2,matching,match,match
1129,global,2,global,global,glob
1130,handle,2,handle,handl,handl
1131,serious,2,serious,seriou,sery
1132,intended,2,intended,intend,intend
1133,Costs,2,Costs,cost,cost
1134,explanation,2,explanation,explan,expl
1120,Induction,2,Induction,induct,induc
1119,discipline,2,discipline,disciplin,disciplin
1118,Establishment,2,Establishment,establish,est
1117,Build,2,Build,build,build
1116,How,2,How,how,how
1115,add,2,add,add,ad
1114,extensive,2,extensive,extens,extend
1113,Contact,2,Contact,contact,contact
1112,consumed,2,consumed,consum,consum
1111,potentially,2,potentially,potenti,pot
1110,numerical,2,numerical,numer,num
1109,Proceed,2,Proceed,proceed,process
1108,Majority,2,Majority,major,maj
1107,Organisation,2,Organisation,organis,org
1106,qm,2,qm,qm,qm
1105,Misunderstanding,2,Misunderstanding,misunderstand,misunderstand
1104,jointly,2,jointly,jointli,joint
1135,modifications,2,modification,modif,mod
1137,MEWP,2,MEWP,mewp,mewp
1102,adversarial,2,adversarial,adversari,advers
1162,released,2,released,releas,releas
1156,singular,2,singular,singular,singul
1157,generated,2,generated,gener,gen
1158,consequence,2,consequence,consequ,consequ
1159,Contracts,2,Contracts,contract,contract
1160,Milestones,2,Milestones,mileston,mileston
1161,fixed,2,fixed,fix,fix
1163,Approvals,2,Approvals,approv,approv
1138,cabling,2,cabling,cabl,cabl
1164,overruns,2,overrun,overrun,overrun
1165,DRCs,2,DRCs,drc,drcs
1166,loss,2,loss,loss,loss
1167,invest,2,invest,invest,invest
1168,employ,2,employ,employ,employ
1169,Actually,2,Actually,actual,act
1155,weeks,2,week,week,week
1154,cylinder,2,cylinder,cylind,cylind
1153,analysis,2,analysis,analysi,analys
1152,According,2,According,accord,accord
1151,form,2,form,form,form
1150,often,2,often,often,oft
1149,focus,2,focus,focu,foc
1148,Reviewable,2,Reviewable,review,review
1147,reliable,2,reliable,reliabl,rely
1146,helps,2,help,help,help
1145,sheet,2,sheet,sheet,sheet
1144,uncoordinated,2,uncoordinated,uncoordin,uncoordin
1143,PIDs,2,PIDs,pid,pid
1142,21.2,2,21.2,21.2,21.2
1141,uncertainness,2,uncertainness,uncertain,uncertain
1140,stored,2,stored,store,stor
1139,Allow,2,Allow,allow,allow
1103,TPMs,2,TPMs,tpm,tpms
1101,Turn,2,Turn,turn,turn
1171,Supervision,2,Supervision,supervis,supervid
1056,actually,2,actually,actual,act
1050,Insufficient,2,Insufficient,insuffici,insufficy
1051,charges,2,charge,charg,charg
1052,ca,2,ca,ca,ca
1053,happy,2,happy,happi,happy
1054,confirm,2,confirm,confirm,confirm
1055,misunderstandings,2,misunderstanding,misunderstand,misunderstand
1057,filters,2,filter,filter,filt
1065,inputs,2,input,input,input
1058,connected,2,connected,connect,connect
1059,Part,2,Part,part,part
1060,operations,2,operation,oper,op
1061,Admin,2,Admin,admin,admin
1062,manner,2,manner,manner,man
1063,purchasing,2,purchasing,purchas,purchas
1049,Input,2,Input,input,input
1048,Instructions,2,Instructions,instruct,instruct
1047,structural,2,structural,structur,structural
1046,negotiation,2,negotiation,negoti,negoty
1045,Nothing,2,Nothing,noth,noth
1044,interpret,2,interpret,interpret,interpret
1043,Collaborative,2,Collaborative,collabor,collab
1042,ordered,2,ordered,order,ord
1041,speaks,2,speaks,speak,speak
1040,incentivised,2,incentivised,incentivis,int
1039,requested,2,requested,request,request
1038,packages,2,package,packag,pack
1037,traverse,2,traverse,travers,travers
1036,load,2,load,load,load
1035,Impact,2,Impact,impact,impact
1034,wish,2,wish,wish,wish
1310,SIEMENS,2,SIEMENS,siemen,siem
1064,FICHTNER,2,FICHTNER,fichtner,fichtn
1066,route,2,route,rout,rout
1100,Tanks,2,Tanks,tank,tank
1092,accident,2,accident,accid,accid
1086,Clearly,2,Clearly,clearli,clear
1087,progressing,2,progressing,progress,progress
1088,NDT,2,NDT,ndt,ndt
1089,amounts,2,amount,amount,amount
1090,source,2,source,sourc,sourc
1091,EOT,2,EOT,eot,eot
1093,Implemented,2,Implemented,implement,impl
1067,consequences,2,consequence,consequ,consequ
1094,clarification,2,clarification,clarif,clar
1095,loading,2,loading,load,load
1096,elements,2,element,element,el
1097,fossils,2,fossil,fossil,fossil
1098,assembly,2,assembly,assembl,assembl
1099,blow,2,blow,blow,blow
1085,face-to-face,2,face-to-face,face-to-fac,face-to-fac
1084,Various,2,Various,variou,vary
1083,scheduler,2,scheduler,schedul,scheduler
1082,continuous,2,continuous,continu,continu
1081,again,2,again,again,again
1080,however,2,however,howev,howev
1078,EN,2,EN,en,en
1077,maintain,2,maintain,maintain,maintain
1076,Planning,2,Planning,plan,plan
1075,WPS,2,WPS,wp,wps
1074,occurrence,2,occurrence,occurr,occur
1073,0.00,2,0.00,0.00,0.00
1072,negotiations,2,negotiation,negoti,negoty
1071,agree,2,agree,agre,agr
1070,hoists,2,hoist,hoist,hoist
1069,switchgear,2,switchgear,switchgear,switchgear
1068,penalties,2,penalty,penalti,penal
1170,rigging,2,rigging,rig,rig
1079,removal,2,removal,remov,remov
1172,direct,2,direct,direct,direct
1267,lighting,2,lighting,light,light
1261,permitted,2,permitted,permit,permit
1262,disruption,2,disruption,disrupt,disrupt
1263,Extensive,2,Extensive,extens,extend
1264,Pressure,2,Pressure,pressur,press
1265,rework,2,rework,rework,rework
1266,collaboration,2,collaboration,collabor,collab
1268,sites,2,site,site,sit
1276,emails,2,email,email,email
1269,These,2,These,these,thes
1270,fixation,2,fixation,fixat,fix
1271,Detail,2,Detail,detail,detail
1272,division,2,division,divis,divid
1273,Furthermore,2,Furthermore,furthermor,furtherm
1274,unable,2,unable,unabl,un
1260,MTS,2,MTS,mt,mts
1259,questions,2,question,question,quest
1258,Standard,2,Standard,standard,standard
1257,sales,2,sale,sale,sal
1256,assess,2,ass,assess,assess
1255,deck,2,deck,deck,deck
1254,individuals,2,individual,individu,individ
1253,liability,2,liability,liabil,liabl
1252,archeology,2,archeology,archeolog,archeolog
1251,matrix,2,matrix,matrix,matrix
1250,towards,2,towards,toward,toward
1249,Operational,2,Operational,oper,op
1248,impacts,2,impact,impact,impact
1247,envisaged,2,envisaged,envisag,env
1246,Take,2,Take,take,tak
1245,Establish,2,Establish,establish,est
1244,perhaps,2,perhaps,perhap,perhap
1275,BOQ,2,BOQ,boq,boq
1277,gravel,2,gravel,gravel,gravel
1242,Make,2,Make,make,mak
1303,accurate,2,accurate,accur,acc
1297,Cs,2,Cs,cs,cs
1298,Support,2,Support,support,support
1299,dimensions,2,dimension,dimens,dimend
1300,hold,2,hold,hold,hold
1301,Industrial,2,Industrial,industri,indust
1302,placed,2,placed,place,plac
1304,coordinated,2,coordinated,coordin,coordin
1278,grout,2,grout,grout,grout
1305,Staff,2,Staff,staff,staff
1306,hoist,2,hoist,hoist,hoist
1307,unexpected,2,unexpected,unexpect,unexpect
1308,scaffolder,2,scaffolder,scaffold,scaffold
1173,horizontal,2,horizontal,horizont,horizont
1309,System,2,System,system,system
1296,run,2,run,run,run
1295,amended,2,amended,amend,amend
1294,delegated,2,delegated,deleg,deleg
1293,manufacture,2,manufacture,manufactur,manufact
1292,grouped,2,grouped,group,group
1291,comfortable,2,comfortable,comfort,comfort
1290,known,2,known,known,known
1289,energy,2,energy,energi,energy
1288,supplied,2,supplied,suppli,supply
1287,Reloading,2,Reloading,reload,reload
1285,Reviews,2,Reviews,review,review
1284,Lengthy,2,Lengthy,lengthi,lengthy
1283,giving,2,giving,give,giv
1282,Notice,2,Notice,notic,not
1281,Loss,2,Loss,loss,loss
1280,Study,2,Study,studi,study
1279,format,2,format,format,form
1243,us,2,u,us,us
1286,Training,2,Training,train,train
1241,faster,2,faster,faster,fast
1198,receive,2,receive,receiv,receiv
1192,valid,2,valid,valid,valid
1193,clash,2,clash,clash,clash
1194,basic,2,basic,basic,bas
1195,adequate,2,adequate,adequ,adequ
1196,adjustments,2,adjustment,adjust,adjust
1197,Grate,2,Grate,grate,grat
1199,New,2,New,new,new
1190,Instruction,2,Instruction,instruct,instruct
1200,incorrect,2,incorrect,incorrect,incorrect
1201,active,2,active,activ,act
1202,containers,2,container,contain,contain
1203,PID,2,PID,pid,pid
1204,absence,2,absence,absenc,abs
1205,scrap,2,scrap,scrap,scrap
1191,EN13480,2,EN13480,en13480,en13480
1189,size,2,size,size,siz
1207,reviewed,2,reviewed,review,review
1179,submissions,2,submission,submiss,submit
1174,demanding,2,demanding,demand,demand
1175,simple,2,simple,simpl,simpl
1240,visible,2,visible,visibl,vis
1176,DRCS,2,DRCS,drc,drcs
1177,Docs,2,Docs,doc,doc
1178,EA,2,EA,ea,ea
1180,name,2,name,name,nam
1188,contracting,2,contracting,contract,contract
1181,improvement,2,improvement,improv,improv
1182,achievable,2,achievable,achiev,achiev
1183,particulars,2,particular,particular,particul
1184,Control,2,Control,control,control
1185,cooperation,2,cooperation,cooper,coop
1186,generator,2,generator,gener,gen
1206,believe,2,believe,believ,believ
1187,Single,2,Single,singl,singl
1208,supplies,2,supply,suppli,supply
1232,wear,2,wear,wear,wear
1225,while,2,while,while,whil
1226,duct,2,duct,duct,duc
1227,mistakes,2,mistake,mistak,mistak
1228,hindrance,2,hindrance,hindranc,hindr
1229,difficulty,2,difficulty,difficulti,difficul
1230,Keep,2,Keep,keep,keep
1233,find,2,find,find,find
1223,tell,2,tell,tell,tel
1234,objectives,2,objective,object,object
1235,Services,2,Services,servic,serv
1236,lights,2,light,light,light
1209,Competent,2,Competent,compet,compet
1237,updating,2,updating,updat,upd
1238,passed,2,passed,pass,pass
1224,received,2,received,receiv,receiv
1231,Avoid,2,Avoid,avoid,avoid
1222,say,2,say,say,say
1210,introduce,2,introduce,introduc,introduc
1212,executed,2,executed,execut,execut
1211,invariably,2,invariably,invari,invary
1221,uses,2,us,use,us
1213,sleepers,2,sleeper,sleeper,sleep
1214,expansion,2,expansion,expans,expand
1216,fact,2,fact,fact,fact
1215,feasible,2,feasible,feasibl,feas
1217,identify,2,identify,identifi,ident
1218,C,2,C,c,c
1219,entry,2,entry,entri,entry
1239,Caused,2,Caused,caus,caus
1220,formality,2,formality,formal,form
2593,Increase,1,Increase,increas,increas
2586,ITP`s,1,ITP`s,itp`,itp`s
2592,Teams,1,Teams,team,team
2591,Sound,1,Sound,sound,sound
2590,discovery,1,discovery,discoveri,discovery
2589,4.5,1,4.5,4.5,4.5
