index,Raw,Count,Lemmantize,Porter,Lancaster
2820,conveyer,1,conveyer,convey,convey
2819,priced,1,priced,price,pric
2818,server,1,server,server,serv
2817,contributed,1,contributed,contribut,contribut
2816,Reasonable,1,Reasonable,reason,reason
2815,penthouse,1,penthouse,penthous,penth
2814,RIS,1,RIS,ri,ris
2813,Employer,1,Employer,employ,employ
2812,60.2,1,60.2,60.2,60.2
2811,Clause,1,Clause,claus,claus
2830,couple,1,couple,coupl,coupl
2832,Including,1,Including,includ,includ
2853,readily,1,readily,readili,ready
2833,easy,1,easy,easi,easy
2340,outlining,1,outlining,outlin,outlin
2851,bi-weekly,1,bi-weekly,bi-weekli,bi-weekly
2850,cleaners,1,cleaner,cleaner,cle
2849,Delayed,1,Delayed,delay,delay
2848,-tender,1,-tender,-tender,-tender
2847,paper,1,paper,paper,pap
2846,even,1,even,even,ev
2845,states,1,state,state,stat
2844,thorough,1,thorough,thorough,thorough
2843,WAH,1,WAH,wah,wah
2842,E-Package,1,E-Package,e-packag,e-packag
2841,Enough,1,Enough,enough,enough
2840,load-,1,load-,load-,load-
2839,evaluate,1,evaluate,evalu,evalu
2838,Lose,1,Lose,lose,los
2837,unreasonable,1,unreasonable,unreason,unreason
2836,Chute,1,Chute,chute,chut
2835,unless,1,unless,unless,unless
2834,Items,1,Items,item,item
2341,harmonising,1,harmonising,harmonis,harmon
2201,input/support,1,input/support,input/support,input/support
2339,shop,1,shop,shop,shop
1835,architectural,1,architectural,architectur,architect
1844,Pavements,1,Pavements,pavement,pav
1843,actively,1,actively,activ,act
1842,21.4,1,21.4,21.4,21.4
1841,concerned,1,concerned,concern,concern
1840,etc…,1,etc…,etc…,etc…
1839,supported,1,supported,support,support
1838,overly,1,overly,overli,ov
1837,calculation,1,calculation,calcul,calc
1836,-Contractors,1,-Contractors,-contractor,-contractors
1834,percentage,1,percentage,percentag,perc
1823,generators,1,generator,gener,gen
1833,floors,1,floor,floor,flo
1832,notification,1,notification,notif,not
1831,false,1,false,fals,fals
1830,pre-contract,1,pre-contract,pre-contract,pre-contract
1829,Amend,1,Amend,amend,amend
1828,executing,1,executing,execut,execut
1827,capped,1,capped,cap,cap
1826,projection,1,projection,project,project
1825,Productivity,1,Productivity,product,produc
1845,complicate,1,complicate,complic,comply
1846,vehicle,1,vehicle,vehicl,vehic
1847,lorries,1,lorry,lorri,lorry
1848,serve,1,serve,serv,serv
1867,financial,1,financial,financi,fin
1866,profile,1,profile,profil,profil
1865,correction,1,correction,correct,correct
1864,intent,1,intent,intent,int
1863,hazards,1,hazard,hazard,hazard
1862,half,1,half,half,half
1861,finalise,1,finalise,finalis,fin
1860,intensified,1,intensified,intensifi,intens
1859,forming,1,forming,form,form
1858,traditional,1,traditional,tradit,tradit
1857,SU,1,SU,su,su
1856,costed,1,costed,cost,cost
1855,certificate,1,certificate,certif,cert
1854,single,1,single,singl,singl
1853,company.,1,company.,company.,company.
1852,Or,1,Or,or,or
1851,earth,1,earth,earth,ear
1850,keeping,1,keeping,keep,keep
1849,in-scope,1,in-scope,in-scop,in-scope
1824,office/welfare,1,office/welfare,office/welfar,office/welfar
1822,exchanged,1,exchanged,exchang,exchang
1869,doc,1,doc,doc,doc
1788,integration,1,integration,integr,integr
1797,intentions,1,intention,intent,int
1796,contingencies,1,contingency,conting,cont
1795,earthbars,1,earthbars,earthbar,earthb
1794,Universal,1,Universal,univers,univers
1793,claiming,1,claiming,claim,claim
1792,want,1,want,want,want
1791,Sequence,1,Sequence,sequenc,sequ
1790,hardstandings,1,hardstandings,hardstand,hardstand
1789,enforcing,1,enforcing,enforc,enforc
1787,rapid,1,rapid,rapid,rapid
1821,undertake,1,undertake,undertak,undertak
1786,nothing,1,nothing,noth,noth
1785,influence,1,influence,influenc,influ
1784,Bottom,1,Bottom,bottom,bottom
1783,negotiated,1,negotiated,negoti,negoty
1782,mobilisation,1,mobilisation,mobilis,mobl
1781,Marked,1,Marked,mark,mark
1780,economic,1,economic,econom,econom
1779,commencing,1,commencing,commenc,com
1778,lifecycle,1,lifecycle,lifecycl,lifecyc
1798,ages,1,age,age,ag
1799,third,1,third,third,third
1800,hindrances,1,hindrance,hindranc,hindr
1801,imprecise,1,imprecise,imprecis,imprec
1820,BoP/duct,1,BoP/duct,bop/duct,bop/duct
1819,meaningful,1,meaningful,meaning,mean
1818,Lifts,1,Lifts,lift,lift
1817,parking,1,parking,park,park
1816,mention,1,mention,mention,ment
1815,Separate,1,Separate,separ,sep
1814,netting,1,netting,net,net
1813,task-force,1,task-force,task-forc,task-force
1812,Queries,1,Queries,queri,query
1811,corporate,1,corporate,corpor,corp
1810,located,1,located,locat,loc
1809,Engineer,1,Engineer,engin,engin
1808,difficulties,1,difficulty,difficulti,difficul
1807,taskforce,1,taskforce,taskforc,taskforc
1806,mentioned,1,mentioned,mention,ment
1805,Consequently,1,Consequently,consequ,consequ
1804,Slap,1,Slap,slap,slap
1803,ok,1,ok,ok,ok
1802,Ammonia,1,Ammonia,ammonia,ammon
1868,staircores,1,staircores,staircor,stairc
1870,gap,1,gap,gap,gap
1963,SIS,1,SIS,si,sis
1929,force,1,force,forc,forc
1938,restoration,1,restoration,restor,rest
1937,preerection,1,preerection,preerect,preerect
1936,belt,1,belt,belt,belt
1935,resource,1,resource,resourc,resourc
1934,Plan,1,Plan,plan,plan
1933,irrespective,1,irrespective,irrespect,irrespect
1932,question,1,question,question,quest
1931,FIS,1,FIS,fi,fis
1930,comprehensive,1,comprehensive,comprehens,comprehend
1928,variations,1,variation,variat,vary
1917,cash-flow,1,cash-flow,cash-flow,cash-flow
1927,finalised,1,finalised,finalis,fin
1926,paid,1,paid,paid,paid
1925,-Lack,1,-Lack,-lack,-lack
1924,assessed,1,assessed,assess,assess
1923,Assurance,1,Assurance,assur,ass
1922,bidding,1,bidding,bid,bid
1921,periods,1,period,period,period
1920,measured,1,measured,measur,meas
1919,BDP,1,BDP,bdp,bdp
1939,terminate,1,terminate,termin,termin
1940,realistic,1,realistic,realist,real
1941,Underperforming,1,Underperforming,underperform,underperform
1942,bullet-proof,1,bullet-proof,bullet-proof,bullet-proof
1961,site.,1,site.,site.,site.
1960,audited,1,audited,audit,audit
1959,instrument,1,instrument,instrument,instru
1958,assumptions,1,assumption,assumpt,assum
1957,inform,1,inform,inform,inform
1956,administered,1,administered,administ,admin
1955,Documents,1,Documents,document,docu
1954,therefor,1,therefor,therefor,theref
1953,Actioned,1,Actioned,action,act
1952,-SPA,1,-SPA,-spa,-spa
1951,weak,1,weak,weak,weak
1950,words,1,word,word,word
1949,Foundations,1,Foundations,foundat,found
1948,utilise,1,utilise,utilis,util
1947,simplicity,1,simplicity,simplic,simpl
1946,thermal,1,thermal,thermal,therm
1945,partner,1,partner,partner,partn
1944,Friday,1,Friday,friday,friday
1943,Hospital,1,Hospital,hospit,hospit
1918,door,1,door,door,door
1916,-Access,1,-Access,-access,-access
1871,operator,1,operator,oper,op
1882,heads,1,head,head,head
1891,timescales,1,timescales,timescal,timesc
1890,modify,1,modify,modifi,mod
1889,Clean,1,Clean,clean,cle
1888,station,1,station,station,stat
1887,Could,1,Could,could,could
1886,create,1,create,creat,cre
1885,wanted,1,wanted,want,want
1884,subcontracting,1,subcontracting,subcontract,subcontract
1883,interrogated,1,interrogated,interrog,interrog
1881,pipe/cable,1,pipe/cable,pipe/c,pipe/cabl
1915,degree,1,degree,degre,degr
1880,relying,1,relying,reli,rely
1879,fines,1,fine,fine,fin
1878,Hall…,1,Hall…,hall…,hall…
1877,handed,1,handed,hand,hand
1876,paid/,1,paid/,paid/,paid/
1875,pack,1,pack,pack,pack
1874,Any,1,Any,ani,any
1873,General,1,General,gener,gen
1872,returning,1,returning,return,return
1892,reacting,1,reacting,react,react
1893,commissioning,1,commissioning,commiss,commit
1894,public,1,public,public,publ
1895,Cultural,1,Cultural,cultur,cult
1914,obstructing,1,obstructing,obstruct,obstruct
1913,expire,1,expire,expir,expir
1912,Bundle,1,Bundle,bundl,bundl
1911,durations,1,duration,durat,dur
1910,Company,1,Company,compani,company
1909,HZI/SISK,1,HZI/SISK,hzi/sisk,hzi/sisk
1908,After,1,After,after,aft
1907,Convince,1,Convince,convinc,convint
1906,SW,1,SW,sw,sw
1905,measurements,1,measurement,measur,meas
1904,itself,1,itself,itself,itself
1903,jobs,1,job,job,job
1902,logical,1,logical,logic,log
1901,class,1,class,class,class
1900,Preservation/protection,1,Preservation/protection,preservation/protect,preservation/protect
1899,Natus-HZI,1,Natus-HZI,natus-hzi,natus-hzi
1898,Resulted,1,Resulted,result,result
1897,-excellent,1,-excellent,-excel,-excellent
1896,mere,1,mere,mere,mer
1777,Lift,1,Lift,lift,lift
1776,E-schematics,1,E-schematics,e-schemat,e-schematics
1775,incoming,1,incoming,incom,incom
1648,Realistic,1,Realistic,realist,real
1657,Incorrect,1,Incorrect,incorrect,incorrect
1656,lanyards,1,lanyard,lanyard,lanyard
1655,bed,1,bed,bed,bed
1654,verify,1,verify,verifi,ver
1653,envelope,1,envelope,envelop,envelop
1652,outside/,1,outside/,outside/,outside/
1651,designers,1,designer,design,design
1650,requirements/chapters,1,requirements/chapters,requirements/chapt,requirements/chapter
1649,100k,1,100k,100k,100k
1647,Excessive,1,Excessive,excess,excess
1636,ACC,1,ACC,acc,acc
1646,try,1,try,tri,try
1645,bad,1,bad,bad,bad
1644,placement,1,placement,placement,plac
1643,picture,1,picture,pictur,pict
1642,Resistance,1,Resistance,resist,resist
1641,-Slab,1,-Slab,-slab,-slab
1640,trays,1,tray,tray,tray
1639,duration,1,duration,durat,dur
1638,signage,1,signage,signag,sign
1658,formalised,1,formalised,formalis,form
1659,lifting/turning,1,lifting/turning,lifting/turn,lifting/turn
1660,Continuously,1,Continuously,continu,continu
1661,pre-determined,1,pre-determined,pre-determin,pre-determined
1680,enforce,1,enforce,enforc,enforc
1679,MUCH,1,MUCH,much,much
1678,discharging,1,discharging,discharg,discharg
1677,Do,1,Do,do,do
1676,instigation,1,instigation,instig,instig
1675,induction,1,induction,induct,induc
1674,closing,1,closing,close,clos
1673,receptionists,1,receptionist,receptionist,receiv
1672,on-site,1,on-site,on-sit,on-site
1671,log,1,log,log,log
1670,exactly,1,exactly,exactli,exact
1669,conveyors,1,conveyor,conveyor,convey
1668,sprinkler,1,sprinkler,sprinkler,sprinkler
1667,outcomes,1,outcome,outcom,outcom
1666,roles,1,role,role,rol
1665,systematic,1,systematic,systemat,system
1664,timelines,1,timeline,timelin,timelin
1663,Further,1,Further,further,furth
1662,corrective,1,corrective,correct,correct
1637,noticed,1,noticed,notic,not
1635,modifying,1,modifying,modifi,mod
1774,successful,1,successful,success,success
1601,House,1,House,hous,hous
1610,Much,1,Much,much,much
1609,exaggeration,1,exaggeration,exagger,exag
1608,Gap,1,Gap,gap,gap
1607,re-induction,1,re-induction,re-induct,re-induction
1606,bore,1,bore,bore,bor
1605,Corner,1,Corner,corner,corn
1604,Shortage,1,Shortage,shortag,short
1603,organization,1,organization,organ,org
1602,Worked,1,Worked,work,work
1600,assign,1,assign,assign,assign
1634,turn,1,turn,turn,turn
1599,Pre-work,1,Pre-work,pre-work,pre-work
1598,fell,1,fell,fell,fel
1597,Clients,1,Clients,client,cli
1596,stay,1,stay,stay,stay
1595,contracor,1,contracor,contracor,contrac
1594,unforeseen,1,unforeseen,unforeseen,unforeseen
1593,Smaller,1,Smaller,smaller,smal
1592,Late,1,Late,late,lat
1591,challenging,1,challenging,challeng,challeng
1611,500MW,1,500MW,500mw,500mw
1612,holidays,1,holiday,holiday,holiday
1613,AIC,1,AIC,aic,aic
1614,errors,1,error,error,er
1633,Pre-assembly,1,Pre-assembly,pre-assembl,pre-assembly
1632,boarding,1,boarding,board,board
1631,spread,1,spread,spread,spread
1630,louvers,1,louver,louver,louv
1629,Normally,1,Normally,normal,norm
1628,accreditation,1,accreditation,accredit,accredit
1627,spare,1,spare,spare,spar
1626,whether,1,whether,whether,wheth
1625,-Site,1,-Site,-site,-site
1624,CE,1,CE,ce,ce
1623,automated,1,automated,autom,autom
1622,Decouple,1,Decouple,decoupl,decoupl
1621,works/equipment,1,works/equipment,works/equip,works/equipment
1620,Switchgear,1,Switchgear,switchgear,switchgear
1619,proportionally,1,proportionally,proport,proport
1618,Assess,1,Assess,assess,assess
1617,cultural,1,cultural,cultur,cult
1616,BD1,1,BD1,bd1,bd1
1615,edition,1,edition,edit,edit
1681,RDDE,1,RDDE,rdde,rdde
1682,Clarification,1,Clarification,clarif,clar
1683,3D-Model,1,3D-Model,3d-model,3d-model
1741,preventing,1,preventing,prevent,prev
1750,assumption,1,assumption,assumpt,assum
1749,60.3,1,60.3,60.3,60.3
1748,award,1,award,award,award
1747,important,1,important,import,import
1746,grouted,1,grouted,grout,grout
1745,haver,1,haver,haver,hav
1744,bang,1,bang,bang,bang
1743,undoable,1,undoable,undoabl,undo
1742,-Consider,1,-Consider,-consid,-consider
1740,relation,1,relation,relat,rel
1684,exception,1,exception,except,exceiv
1739,valve,1,valve,valv,valv
1738,DB,1,DB,db,db
1737,penalise,1,penalise,penalis,pen
1736,robust,1,robust,robust,robust
1735,Notices,1,Notices,notic,not
1734,incorporate,1,incorporate,incorpor,incorp
1733,formally,1,formally,formal,form
1732,refuse,1,refuse,refus,refus
1731,big,1,big,big,big
1751,enable,1,enable,enabl,en
1752,undertaking,1,undertaking,undertak,undertak
1753,Set,1,Set,set,set
1754,deviation,1,deviation,deviat,devy
1773,Mistake,1,Mistake,mistak,mistak
1772,Consultant,1,Consultant,consult,consult
1771,Item,1,Item,item,item
1770,sold,1,sold,sold,sold
1769,max,1,max,max,max
1768,previously,1,previously,previous,prevy
1767,Centre,1,Centre,centr,cent
1766,logged,1,logged,log,log
1765,Solution,1,Solution,solut,solv
1764,Confusion,1,Confusion,confus,confus
1763,VO,1,VO,vo,vo
1762,Tender,1,Tender,tender,tend
1761,reworking,1,reworking,rework,rework
1760,oil,1,oil,oil,oil
1759,Natus,1,Natus,natu,nat
1758,Instrumentation,1,Instrumentation,instrument,instru
1757,Manchester,1,Manchester,manchest,manchest
1756,pipes,1,pipe,pipe,pip
1755,-Affected,1,-Affected,-affect,-affected
1730,health,1,health,health,heal
1729,capability,1,capability,capabl,cap
1728,helped,1,helped,help,help
1705,sign,1,sign,sign,sign
1703,car-parking,1,car-parking,car-park,car-parking
1702,41m,1,41m,41m,41m
1701,detrimentally,1,detrimentally,detriment,detry
1700,3.2.4,1,3.2.4,3.2.4,3.2.4
1699,progressively,1,progressively,progress,progress
1698,participate,1,participate,particip,particip
1697,revision,1,revision,revis,revid
1696,1B,1,1B,1b,1b
1695,emphasis,1,emphasis,emphasi,emphas
1694,seem,1,seem,seem,seem
1693,unknown,1,unknown,unknown,unknown
1692,STG,1,STG,stg,stg
1691,beneficial,1,beneficial,benefici,benef
1690,parallel,1,parallel,parallel,parallel
1689,revisit,1,revisit,revisit,revisit
1688,felt,1,felt,felt,felt
1687,Technically,1,Technically,technic,techn
1686,PR,1,PR,pr,pr
1685,preparing,1,preparing,prepar,prep
1704,xer,1,xer,xer,xer
1706,-certain,1,-certain,-certain,-certain
1727,phases,1,phase,phase,phas
1707,Inadequate,1,Inadequate,inadequ,inadequ
1726,extension,1,extension,extens,extend
1725,-Contract,1,-Contract,-contract,-contract
1724,Reaction,1,Reaction,reaction,react
1723,BSL,1,BSL,bsl,bsl
1722,loops,1,loop,loop,loop
1721,Co,1,Co,co,co
1720,representative,1,representative,repres,repres
1719,Health,1,Health,health,heal
1718,Reason,1,Reason,reason,reason
1717,accessories,1,accessory,accessori,access
1716,trusted,1,trusted,trust,trust
1715,workload,1,workload,workload,workload
1714,Great,1,Great,great,gre
1713,Excavation,1,Excavation,excav,excav
1712,Lifting,1,Lifting,lift,lift
1711,Subcontracting,1,Subcontracting,subcontract,subcontract
1710,Hence,1,Hence,henc,hent
1709,3.3.4,1,3.3.4,3.3.4,3.3.4
1708,doing,1,doing,do,doing
1962,Now,1,Now,now,now
1964,fairly,1,fairly,fairli,fair
2338,Convenient,1,Convenient,conveni,conveny
2211,welder,1,welder,welder,weld
2220,versions,1,version,version,vert
2219,spreadsheet,1,spreadsheet,spreadsheet,spreadsheet
2218,profiles,1,profile,profil,profil
2217,daily,1,daily,daili,dai
2216,LV,1,LV,lv,lv
2215,timeliness,1,timeliness,timeli,tim
2214,design/procurement,1,design/procurement,design/procur,design/procurement
2213,cancelled,1,cancelled,cancel,cancel
2212,factored,1,factored,factor,fact
2210,administer,1,administer,administ,admin
2198,failure,1,failure,failur,fail
2209,devices,1,device,devic,dev
2208,Overall,1,Overall,overal,overal
2207,gives,1,give,give,giv
2206,allocation,1,allocation,alloc,alloc
2205,chambers,1,chamber,chamber,chamb
2204,contradict,1,contradict,contradict,contradict
2203,Centrals,1,Centrals,central,cent
2202,Open,1,Open,open,op
2200,With,1,With,with,with
2221,developped,1,developped,develop,develop
2222,respecting,1,respecting,respect,respect
2223,qualification,1,qualification,qualif,qual
2224,anymore,1,anymore,anymor,anym
2243,like,1,like,like,lik
2242,shows,1,show,show,show
2241,considerations,1,consideration,consider,consid
2240,strongly,1,strongly,strongli,strongly
2239,coming,1,coming,come,com
2238,gets,1,get,get,get
2237,financially,1,financially,financi,fin
2236,120min,1,120min,120min,120min
2235,exacerbated,1,exacerbated,exacerb,exacerb
2234,Audit,1,Audit,audit,audit
2233,aiders,1,aiders,aider,aid
2232,struggling,1,struggling,struggl,struggling
2231,e.g.,1,e.g.,e.g.,e.g.
2230,Each,1,Each,each,each
2229,lifts,1,lift,lift,lift
2228,partially,1,partially,partial,part
2227,speed,1,speed,speed,spee
2226,competencies,1,competency,compet,compet
2225,year,1,year,year,year
2199,An,1,An,an,an
2197,E-containers,1,E-containers,e-contain,e-containers
2245,Locate,1,Locate,locat,loc
2163,practise,1,practise,practis,pract
2172,realised,1,realised,realis,real
2171,Way,1,Way,way,way
2170,Strategy,1,Strategy,strategi,strategy
2169,cloud,1,cloud,cloud,cloud
2168,-review,1,-review,-review,-review
2167,executes,1,executes,execut,execut
2166,onto,1,onto,onto,onto
2165,queried,1,queried,queri,query
2164,iteration,1,iteration,iter,it
2162,Filters,1,Filters,filter,filt
2196,chase,1,chase,chase,chas
2161,Beck,1,Beck,beck,beck
2160,sudden,1,sudden,sudden,sud
2159,IDs,1,IDs,id,id
2158,M/F,1,M/F,m/f,m/f
2157,antagonism,1,antagonism,antagon,antagon
2156,Minor,1,Minor,minor,min
2155,near,1,near,near,near
2154,lose,1,lose,lose,los
2153,alterations,1,alteration,alter,alt
2173,geography,1,geography,geographi,geograph
2174,decided,1,decided,decid,decid
2175,'training,1,'training,'train,'training
2176,-Take,1,-Take,-take,-take
2195,nor,1,nor,nor,nor
2194,performed,1,performed,perform,perform
2193,Sheets,1,Sheets,sheet,sheet
2192,Anything,1,Anything,anyth,anyth
2191,blaming,1,blaming,blame,blam
2190,description,1,description,descript,describ
2189,superheater,1,superheater,superheat,superh
2188,Ainscough,1,Ainscough,ainscough,ainscough
2187,Night,1,Night,night,night
2186,tracked,1,tracked,track,track
2185,pieces,1,piece,piec,piec
2184,deactivated,1,deactivated,deactiv,deact
2183,mid,1,mid,mid,mid
2182,conjunction,1,conjunction,conjunct,conjunct
2181,go,1,go,go,go
2180,locations,1,location,locat,loc
2179,Responsibilities,1,Responsibilities,respons,respons
2178,Tipping,1,Tipping,tip,tip
2177,few,1,few,few,few
2244,mechanism,1,mechanism,mechan,mech
2246,incorporated,1,incorporated,incorpor,incorp
1965,useless,1,useless,useless,useless
2305,ressources,1,ressources,ressourc,ressourc
2314,outside,1,outside,outsid,outsid
2313,closer,1,closer,closer,clos
2312,grammatical,1,grammatical,grammat,gram
2311,appearing,1,appearing,appear,appear
2310,replace,1,replace,replac,replac
2309,Allows,1,Allows,allow,allow
2308,components,1,component,compon,compon
2307,Would,1,Would,would,would
2306,upcoming,1,upcoming,upcom,upcom
2304,worst,1,worst,worst,worst
2293,ED2,1,ED2,ed2,ed2
2303,tag,1,tag,tag,tag
2302,Up,1,Up,up,up
2301,dropped,1,dropped,drop,drop
2300,behind,1,behind,behind,behind
2299,IR,1,IR,ir,ir
2298,Break,1,Break,break,break
2297,usage,1,usage,usag,us
2296,impractical,1,impractical,impract,impract
2295,prepare,1,prepare,prepar,prep
2315,File,1,File,file,fil
2316,H+S,1,H+S,h+,h+s
2317,found,1,found,found,found
2318,req.waste,1,req.waste,req.wast,req.waste
2337,long-term,1,long-term,long-term,long-term
2336,rectify,1,rectify,rectifi,rect
2335,E-Rooms,1,E-Rooms,e-room,e-rooms
2334,pictures,1,picture,pictur,pict
2333,Designs,1,Designs,design,design
2332,Split,1,Split,split,split
2331,component,1,component,compon,compon
2330,contact,1,contact,contact,contact
2329,opportunity,1,opportunity,opportun,opportun
2328,ambiguities,1,ambiguity,ambigu,ambigu
2327,triggered,1,triggered,trigger,trig
2326,income,1,income,incom,incom
2325,complied,1,complied,compli,comply
2324,TRA,1,TRA,tra,tra
2323,Allocated,1,Allocated,alloc,alloc
2322,L1part…,1,L1part…,l1part…,l1part…
2321,Differences,1,Differences,differ,diff
2320,tendering,1,tendering,tender,tend
2319,plinths,1,plinth,plinth,plinth
2294,deducted,1,deducted,deduct,deduc
2292,measure,1,measure,measur,meas
2247,Information,1,Information,inform,inform
2258,Incident,1,Incident,incid,incid
2267,despite,1,despite,despit,despit
2266,Implement,1,Implement,implement,impl
2265,instructed,1,instructed,instruct,instruct
2264,PD/,1,PD/,pd/,pd/
2263,ordering,1,ordering,order,ord
2262,compliant,1,compliant,compliant,comply
2261,tolerances,1,tolerance,toler,tol
2260,-early,1,-early,-earli,-early
2259,Simplify,1,Simplify,simplifi,simpl
2257,software,1,software,softwar,softw
2291,Inconsistencies,1,Inconsistencies,inconsist,inconsist
2256,optimise,1,optimise,optimis,optim
2255,saw,1,saw,saw,saw
2254,drainage,1,drainage,drainag,drain
2253,shortly,1,shortly,shortli,short
2252,handbook,1,handbook,handbook,handbook
2251,-Commissioning,1,-Commissioning,-commiss,-commissioning
2250,immediately,1,immediately,immedi,immedy
2249,spectrum,1,spectrum,spectrum,spectr
2248,sovereign,1,sovereign,sovereign,sovereign
2268,adhered,1,adhered,adher,adh
2269,disciplines,1,discipline,disciplin,disciplin
2270,Financial,1,Financial,financi,fin
2271,logic,1,logic,logic,log
2290,burn,1,burn,burn,burn
2289,chapters,1,chapter,chapter,chapt
2288,met,1,met,met,met
2287,Storage,1,Storage,storag,stor
2286,submitting,1,submitting,submit,submit
2285,footpaths,1,footpath,footpath,footpath
2284,Resources,1,Resources,resourc,resourc
2283,leaded,1,leaded,lead,lead
2282,barriers,1,barrier,barrier,barry
2281,headaches,1,headache,headach,headach
2280,sequences,1,sequence,sequenc,sequ
2279,skips,1,skip,skip,skip
2278,legislation,1,legislation,legisl,legisl
2277,urgency,1,urgency,urgenc,urg
2276,numerous,1,numerous,numer,num
2275,sanity,1,sanity,saniti,san
2274,re-routing,1,re-routing,re-rout,re-routing
2273,interact,1,interact,interact,interact
2272,Requirements,1,Requirements,requir,requir
2152,style,1,style,style,styl
2151,2D,1,2D,2d,2d
2150,burden,1,burden,burden,burd
2023,simulated,1,simulated,simul,sim
2032,Corporate,1,Corporate,corpor,corp
2031,Look,1,Look,look,look
2030,Up/Construction,1,Up/Construction,up/construct,up/construction
2029,four,1,four,four,four
2028,covers,1,cover,cover,cov
2027,Z-Clauses,1,Z-Clauses,z-claus,z-clauses
2026,act,1,act,act,act
2025,Basic,1,Basic,basic,bas
2024,shorly,1,shorly,shorli,shor
2022,adapted/changed,1,adapted/changed,adapted/chang,adapted/chang
2011,increasing,1,increasing,increas,increas
2021,ongoing,1,ongoing,ongo,ongo
2020,pull,1,pull,pull,pul
2019,Discuss,1,Discuss,discuss,discuss
2018,somewhere,1,somewhere,somewher,somewh
2017,hazard,1,hazard,hazard,hazard
2016,Elevator,1,Elevator,elev,elev
2015,background,1,background,background,background
2014,drafting,1,drafting,draft,draft
2013,check/release,1,check/release,check/releas,check/release
2033,LD,1,LD,ld,ld
2034,dependent,1,dependent,depend,depend
2035,hindered,1,hindered,hinder,hind
2036,execute,1,execute,execut,execut
2055,nuclear,1,nuclear,nuclear,nuclear
2054,expert,1,expert,expert,expert
2053,straight,1,straight,straight,straight
2052,protected,1,protected,protect,protect
2051,Coordination,1,Coordination,coordin,coordin
2050,Wrong,1,Wrong,wrong,wrong
2049,E.g,1,E.g,e.g,e.g
2048,obtain,1,obtain,obtain,obtain
2047,consumers,1,consumer,consum,consum
2046,adjacent,1,adjacent,adjac,adjac
2045,possession,1,possession,possess,possess
2044,anyone,1,anyone,anyon,anyon
2043,Class,1,Class,class,class
2042,fridges,1,fridge,fridg,fridg
2041,answered,1,answered,answer,answ
2040,Cheapest,1,Cheapest,cheapest,cheapest
2039,superficial,1,superficial,superfici,superf
2038,unequivocal,1,unequivocal,unequivoc,unequivoc
2037,individual,1,individual,individu,individ
2012,Spare,1,Spare,spare,spar
2010,takes,1,take,take,tak
2149,neglected,1,neglected,neglect,neglect
1976,share,1,share,share,shar
1985,Grouting,1,Grouting,grout,grout
1984,concreate,1,concreate,concreat,concr
1983,-Schedule,1,-Schedule,-schedul,-schedule
1982,handover,1,handover,handov,handov
1981,Employ,1,Employ,employ,employ
1980,43.1,1,43.1,43.1,43.1
1979,Schematics,1,Schematics,schemat,schematics
1978,none,1,none,none,non
1977,Room,1,Room,room,room
1975,Submission,1,Submission,submiss,submit
2009,Structure,1,Structure,structur,structure
1974,Inspection,1,Inspection,inspect,inspect
1973,require,1,require,requir,requir
1972,Supervisors,1,Supervisors,supervisor,superv
1971,moving,1,moving,move,mov
1970,substantially,1,substantially,substanti,subst
1969,underestimated,1,underestimated,underestim,underestim
1968,Consequences,1,Consequences,consequ,consequ
1967,planer,1,planer,planer,plan
1966,barely,1,barely,bare,bar
1986,adhoc,1,adhoc,adhoc,adhoc
1987,consistent,1,consistent,consist,consist
1988,Documentation,1,Documentation,document,docu
1989,-repetitive,1,-repetitive,-repetit,-repetitive
2008,reflected,1,reflected,reflect,reflect
2007,incident,1,incident,incid,incid
2006,called,1,called,call,cal
2005,exact,1,exact,exact,exact
2004,belief,1,belief,belief,believ
2003,worse,1,worse,wors,wors
2002,blue,1,blue,blue,blu
2001,coordinator,1,coordinator,coordin,coordin
2000,e-mails,1,e-mail,e-mail,e-mails
1999,arguing,1,arguing,argu,argu
1998,audit,1,audit,audit,audit
1997,alarm,1,alarm,alarm,alarm
1996,FB1,1,FB1,fb1,fb1
1995,Specification,1,Specification,specif,spec
1994,revealed,1,revealed,reveal,rev
1993,Value,1,Value,valu,valu
1992,conducive,1,conducive,conduc,conduc
1991,clamping,1,clamping,clamp,clamp
1990,page,1,page,page,pag
2056,FDS,1,FDS,fd,fds
2057,Croatian,1,Croatian,croatian,cro
2058,pit,1,pit,pit,pit
2116,constructions,1,construction,construct,construct
2125,Revision,1,Revision,revis,revid
2124,elsewhere,1,elsewhere,elsewher,elsewh
2123,P,1,P,p,p
2122,ever,1,ever,ever,ev
2121,Challenge,1,Challenge,challeng,challeng
2120,Communication,1,Communication,commun,commun
2119,protracted,1,protracted,protract,protract
2118,you,1,you,you,you
2117,re,1,re,re,re
2115,BD3,1,BD3,bd3,bd3
2059,realized,1,realized,realiz,real
2114,holiday,1,holiday,holiday,holiday
2113,repairs,1,repair,repair,repair
2112,Progress,1,Progress,progress,progress
2111,regions,1,region,region,reg
2110,M+E,1,M+E,m+e,m+e
2109,Easy,1,Easy,easi,easy
2108,mobilised,1,mobilised,mobilis,mobl
2107,Potentially,1,Potentially,potenti,pot
2106,definitions,1,definition,definit,definit
2126,Heat,1,Heat,heat,heat
2127,anyway,1,anyway,anyway,anyway
2128,personal,1,personal,person,person
